first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Shelby,Williams,Colour technologist,664.584.8160x389,williamstry70@armstrong.com,77184,3150312,2023-02-03,5,2023,DEC30974-13-3D,furniture,tables,7.98,6.68,7.15,56,5
Jared,Taylor,Haematologist,729-249-1032,taylorj@romero.com,37715,8442621,2023-02-01,5,2023,DUZ44261-58-8E,consumables,misc,26.39,23.72,2.54,58,5
Jennifer,Potter,"Psychologist, sport and exercise",(725)510-0366x58727,potteraccept@wright.com,13010,8498295,2023-02-27,9,2023,EAA51108-37-5D,furniture,seating,12.11,8.62,1.45,38,3
Karen,Jensen,Town planner,+1-237-743-1288x0656,karen_jensen@bailey-martin.net,61058,1911473,2023-01-17,3,2023,CXD77584-10-1E,consumables,paper products,253.71,160.5,4.08,41,0
Victor,Griffith,Structural engineer,001-234-380-1800,victorgriffith@contreras.com,96736,3718143,2023-03-26,12,2023,ZEZ40347-39-4X,decor,wall art,410.17,372.06,2.35,194,7
William,Roberts,Heritage manager,001-661-650-3046x5479,roberts.william.6151@huffman-sanders.com,94786,8574064,2023-05-02,18,2023,UDC75479-26-5A,software,accounting,277.01,174.45,4.51,65,8
Danny,Richards,Video editor,475.284.5242x1259,richardsarea@johnson-key.net,24729,7622133,2023-03-15,11,2023,AMU83049-89-7X,consumables,paper products,539.66,371.87,1.37,6,5
Samantha,Murray,Herpetologist,534.390.2260x56734,murray.samantha.4079@gonzalez-brown.com,99984,6821353,2023-02-17,7,2023,AEA17352-13-5M,furniture,tables,125.47,86.77,0.54,139,8
Mary,Dunn,"Engineer, energy",600-233-7648x013,dunn.mary.1731@perry.com,42298,6222608,2023-02-06,6,2023,BXX73095-73-3X,furniture,stands,49.75,25.82,2.82,107,5
Karen,Hoffman,"Lecturer, further education",813.537.2896,khoffman3183@gonzales.org,58173,3695995,2023-01-20,3,2023,BDB35685-37-8X,decor,wall art,82.18,61.07,3.04,38,1
Daniel,Knight,General practice doctor,001-851-512-3173x677,knightdaniel7925@strickland-gay.com,26120,1045915,2023-05-26,21,2023,MZZ55478-77-1A,consumables,pens,20.8,11.11,4.04,37,6
Kristen,Peterson,"Scientist, clinical (histocompatibility and immunogenetics)",(663)428-4715x8732,kpeterson@jones.com,57920,2292600,2023-04-26,17,2023,ZEU46014-00-0D,consumables,bathroom supplies,11.45,7.06,23.82,150,4
Denise,Andrews,Environmental manager,846-593-0536,d.andrews@hart.info,87612,8256873,2023-04-22,16,2023,ZDX29223-32-0B,consumables,paper products,199.05,183.99,8.11,71,2
Evan,Mason,Commercial art gallery manager,382-275-9131,evanmason@miller-randall.com,50281,7689505,2023-04-16,15,2023,EBB49854-54-7D,consumables,kitchen supplies,84.96,72.54,4.26,78,3
Richard,Garcia,Medical physicist,602-824-5336x3777,garciaalways595@nelson-smith.org,52841,5226670,2023-05-19,20,2023,EME73584-90-2B,consumables,bathroom supplies,1.49,0.83,11.17,2992,8
Adam,Sanders,Mechanical engineer,+1-654-839-1706x863,sanders_adam_4821@hurst.com,11890,5443100,2023-05-23,21,2023,AZB92583-19-5D,electronics,telecom,41.42,30.02,1.1,8798,2
Cody,Perez,Technical sales engineer,846-644-9711,perezc@sanders.com,16290,8946816,2023-04-13,15,2023,UUZ82607-58-5X,decor,misc,377.81,195.12,1.02,97,0
Susan,Rivera,"Development worker, international aid",(354)836-7522x4998,s.rivera@hill-cox.info,54094,2661332,2023-01-10,2,2023,XUC78582-36-0E,consumables,paper products,82.57,59.42,0.0,1019,5
Rachel,Mcbride,Purchasing manager,622.690.3882x14945,wrong.mcbride.4861@fletcher.com,12338,3807866,2023-02-03,5,2023,XUB51883-77-9U,furniture,tables,12.65,11.79,3.05,28,4
Kristine,Underwood,Operations geologist,+1-802-720-7981x108,kunderwood@washington.biz,87818,1602445,2023-05-09,19,2023,XXU75089-96-9M,consumables,bathroom supplies,557.47,414.75,2.28,32,0
Thomas,Campbell,Health and safety inspector,001-271-367-9375x56843,campbellthomas1892@peterson.biz,26601,6517300,2023-05-10,19,2023,BAA43653-15-9C,decor,plants,184.24,116.47,4.25,95,2
Alexis,Lowe,Toxicologist,+1-394-981-7836x8587,loweown@singh.com,82075,6484914,2023-03-29,13,2023,EAD03713-67-2X,furniture,seating,195.96,150.33,2.26,1670,4
Jennifer,Potter,"Psychologist, sport and exercise",(725)510-0366x58727,potteraccept@wright.com,13010,7026061,2023-04-29,17,2023,DBB14937-44-0B,consumables,bathroom supplies,207.41,175.28,12.61,11,4
Margaret,Paul,Chartered accountant,794.678.8124x7449,margaretpaul7922@cook.com,11444,7055942,2023-02-03,5,2023,ZEM80574-37-9C,furniture,tables,231.21,162.21,4.86,466,8
Crystal,Thomas,Public relations officer,+1-475-922-5754x61077,thomas.crystal@burns.com,49027,1067528,2023-01-22,3,2023,XUX09951-98-0M,consumables,bathroom supplies,301.87,166.09,0.26,30,3
Taylor,Carr,Sales executive,550.208.9768,carrtaylor@ibarra.net,14312,2155630,2023-01-30,5,2023,DAC51737-51-1U,decor,misc,39.1,29.5,8.16,233,0
Jared,Taylor,Haematologist,729-249-1032,taylorj@romero.com,37715,2489799,2023-04-13,15,2023,AMC71428-83-8D,software,project management,94.15,52.43,0.39,32,7
Jack,Davis,"Surveyor, quantity",+1-601-930-6719x0708,davis.sign.8549@holden.com,91172,1448458,2023-03-28,13,2023,ACD59991-77-8X,decor,wall art,30.63,15.72,1.43,145,3
Mason,Bass,Make,812.756.6659x826,bass.m.2041@cortez.com,64455,1607067,2023-02-11,6,2023,ZEM15049-62-0D,decor,plants,34.06,18.02,5.67,34,7
Ashley,Hernandez,Retail buyer,264-496-5412,ashley.later.185@hernandez-shaw.info,61647,5103844,2023-03-03,9,2023,EDE37726-04-6X,electronics,audio visual,73.13,37.01,2.24,25,1
Alexa,Green,"Editor, commissioning",(460)300-0913x0355,personal.green@cain.biz,49300,4198823,2023-01-10,2,2023,MCE25985-07-2U,furniture,stands,18.44,16.76,3.56,233,4
Melanie,Hendricks,Purchasing manager,561-473-1778x4424,hendricksteach503@pineda-grant.info,89081,8323312,2023-03-07,10,2023,ZEZ40347-39-4X,decor,wall art,410.17,372.06,2.35,13,4
Paige,Moreno,Electrical engineer,(573)723-1800x717,morenopaige@rivera.com,38158,9040159,2023-02-03,5,2023,UMZ28848-35-1A,furniture,tables,1.51,1.15,3.84,55,0
Wendy,Morris,Hydrographic surveyor,001-234-716-4618x1004,wendycustomer@holder.com,42550,8987881,2023-05-20,20,2023,CXA71663-03-5E,furniture,tables,128.48,67.55,2.62,23,5
Jaclyn,Morales,"Pharmacist, community",311-679-3425x03237,moralesj8623@hernandez.info,17720,9763007,2023-05-03,18,2023,ZCC45621-74-4A,consumables,kitchen supplies,72.6,52.42,0.33,69,2
Rachel,Perry,"Teacher, primary school",469-824-4454,r_perry@johnson.com,99736,5953410,2023-01-10,2,2023,BCE17418-48-8B,consumables,bathroom supplies,7.4,3.81,4.44,82,2
William,Hart,Legal executive,(836)750-9128x69847,w.hart.3869@ramos.com,31229,8634847,2023-04-26,17,2023,EUA15146-29-6A,consumables,kitchen supplies,22.38,11.85,4.28,19,0
Jessica,Oliver,Special effects artist,263-243-5474x115,oliver.jessica@hurley.com,22859,6254095,2023-01-26,4,2023,UUE15482-56-0X,electronics,computers,40.8,28.61,2.12,939,1
Michael,Sanchez,Police officer,+1-247-330-3585,m.sanchez@williams.com,23041,6440404,2023-04-19,16,2023,ACB40965-20-2C,consumables,pens,127.73,91.77,3.28,14,8
Julie,Robbins,Chiropractor,(226)856-0328,candidatejulie@pacheco-stewart.net,36393,7232107,2023-01-08,1,2023,UZD34719-29-3C,consumables,paper products,35.87,19.58,7.45,46,6
Monica,Kelly,Software engineer,932-621-1101x694,program.kelly@pollard.com,94213,8208976,2023-01-17,3,2023,ABZ67090-80-1E,consumables,kitchen supplies,345.24,316.68,7.74,69,2
Haley,Gill,Town planner,626.999.2055,gillh2641@coffey-hess.info,61935,3023888,2023-03-31,13,2023,CXD77584-10-1E,consumables,paper products,253.71,160.5,4.08,871,2
James,Taylor,"Engineer, energy",561-281-0407,taylorred@sparks.com,37212,4636437,2023-01-23,4,2023,AMU83049-89-7X,consumables,paper products,539.66,371.87,1.37,59,1
Ashley,Johnson,Health and safety adviser,001-244-536-7379x4819,johnsonhim@church.biz,99354,1211108,2023-05-13,19,2023,ZUX38756-44-8X,consumables,kitchen supplies,0.91,0.64,6.41,22,1
Albert,Garcia,Geophysical data processor,001-988-661-5041,a.garcia.3072@durham.com,97876,4055228,2023-03-01,9,2023,UCX86104-19-0Z,consumables,misc,13.77,9.63,6.86,169,6
Charles,Gordon,"Therapist, drama",+1-265-545-1915,gordon.c.9867@boone.com,70745,1678306,2023-01-17,3,2023,AAX15623-20-4A,decor,misc,182.2,103.54,5.1,7,9
Justin,Peterson,Architect,669-831-9413,peterson.j.8925@lang.com,82314,3698836,2023-02-02,5,2023,UXD21719-65-9A,consumables,kitchen supplies,22.91,20.4,1.63,119,1
Kevin,Richards,Toxicologist,001-656-440-2253x93611,richardsresource8344@morris-harris.com,64649,9458798,2023-05-28,21,2023,CZB52353-47-0D,consumables,bathroom supplies,109.18,86.92,0.79,33,5
Justin,Malone,Theatre director,+1-516-704-7798x901,malonej3973@lewis.net,19467,1661817,2023-04-20,16,2023,EMZ21189-78-0U,consumables,bathroom supplies,26.45,22.6,1.66,189,1
Jeffrey,Harper,Hydrologist,818-575-4203,expectharper@garner.com,29940,6569656,2023-01-27,4,2023,CZC97008-29-8E,consumables,misc,209.6,116.11,10.74,30,0
Catherine,Kaufman,Insurance broker,5436022532,c.kaufman.9715@moran.com,60527,5469225,2023-04-29,17,2023,ABU04430-78-4B,consumables,paper products,101.4,74.52,8.37,68,2
Jennifer,Lewis,Agricultural consultant,9813732574,lewis.jennifer@becker-ford.info,62566,9925831,2023-03-11,10,2023,EBD29277-23-7U,consumables,kitchen supplies,206.59,175.46,11.7,22,2
Kathryn,Garcia,Associate Professor,(933)326-6033,garciak7950@cox.info,89324,7904587,2023-04-16,15,2023,CXZ25648-03-8X,consumables,pens,34.4,18.25,2.95,763,1
Monica,Gutierrez,Graphic designer,294.805.9100x339,gutierrezm3195@morris.org,35176,5826789,2023-03-02,9,2023,AUB37246-65-9U,furniture,seating,167.24,141.34,5.2,47,2
Joshua,Garza,"Physicist, medical",+1-893-589-7899x11282,storyjoshua@floyd.com,40490,1081517,2023-01-13,2,2023,ZAM04908-71-6M,decor,wall art,49.76,41.87,3.03,32,3
Alexis,Short,Production engineer,(575)676-3797,alexisshort2742@alvarez-lewis.com,38220,2542733,2023-04-19,16,2023,ZUB85679-83-9U,consumables,pens,18.19,9.9,0.2,79,3
Emily,Morales,Trading standards officer,771.866.0469x50326,morales.e.729@holt.com,98291,6300019,2023-03-13,11,2023,MMZ38799-96-4D,furniture,seating,42.74,37.39,9.18,75,0
Caitlyn,Golden,Private music teacher,(572)215-5257,caitlyn.golden@pearson.com,73265,8921228,2023-03-03,9,2023,DMB07325-21-0B,consumables,paper products,0.13,0.12,0.28,65,3
William,Mccann,"Accountant, chartered",001-664-359-2306x9919,mccannw5477@rodriguez-johnson.com,75118,3735477,2023-03-14,11,2023,ZAB46262-52-6E,furniture,stands,30.21,19.49,2.62,26,9
Michael,Reid,Research scientist (maths),954-391-5797,reidtype@moreno.com,44699,4268536,2023-03-20,12,2023,BCZ39784-86-5U,furniture,stands,104.65,88.13,8.67,585,8
Lisa,Hunt,Medical laboratory scientific officer,356.971.1099,hunt.l.1425@owens-jackson.org,81699,2098575,2023-02-18,7,2023,ABU04430-78-4B,consumables,paper products,101.4,74.52,8.37,84,0
Ryan,Jackson,"Nurse, children's",+1-384-507-7711x18053,jacksonr2448@hunt-clayton.com,67252,9696129,2023-01-04,1,2023,XED42806-14-3M,consumables,paper products,3.28,2.09,1.04,18,1
Joanne,Dennis,Conference centre manager,741.320.8346x277,joanne_dennis_1207@lucas-case.com,78786,3800115,2023-01-17,3,2023,MXX42023-02-3M,furniture,stands,87.43,45.64,0.17,121,1
Nicole,Martin,"Exhibitions officer, museum/gallery",+1-996-955-4618x8480,martin.n@lucas.com,61797,5459689,2023-03-23,12,2023,XUM32408-12-3A,furniture,tables,1.05,0.71,7.57,89,8
Heather,Day,Regulatory affairs officer,(251)730-3328x301,dayh@hughes.net,43607,4453021,2023-04-28,17,2023,ECC82790-88-7E,furniture,tables,676.0,428.29,2.5,42,9
Michelle,Vang,"Librarian, academic",(964)344-9508,vang.michelle.5054@turner-smith.com,23919,3467682,2023-02-09,6,2023,UMM63374-64-7M,software,accounting,136.6,124.25,6.58,374,4
Chase,Abbott,"Surveyor, land/geomatics",(728)568-7110x732,abbottc@payne.info,59268,5146116,2023-04-11,15,2023,MZZ08726-32-4E,consumables,paper products,14.23,12.02,0.25,48,0
Katie,Gordon,"Doctor, general practice",001-590-532-5634x461,gordononly@soto.info,46191,5897991,2023-01-13,2,2023,EXU95026-89-3D,decor,misc,70.32,55.04,4.26,144,5
Matthew,Vasquez,Make,001-277-865-0420x380,matthew.vasquez.7635@lewis.com,79683,5355817,2023-05-06,18,2023,DXE65138-03-4D,furniture,seating,199.38,171.01,3.15,110,2
Tiffany,Lowe,Medical illustrator,001-755-263-0037x84650,lowetiffany3935@rodriguez.com,87125,8026387,2023-01-11,2,2023,AEC69505-92-4M,furniture,tables,47.59,35.41,0.54,19,7
Bryan,Myers,Chief of Staff,444.233.9146x233,bmyers3696@wilson.com,46820,8967498,2023-02-06,6,2023,EMX21429-07-6D,furniture,tables,7.98,6.26,7.05,133,3
Richard,Berger,Games developer,(841)487-2224x55000,bergerrichard127@gamble.com,87226,2752107,2023-05-18,20,2023,UAU23242-68-4B,decor,plants,485.97,294.19,2.93,58,0
Angela,Everett,Osteopath,729-620-6192x875,aeverett@rodriguez.com,66037,1203693,2023-04-09,14,2023,XUX09951-98-0M,consumables,bathroom supplies,301.87,166.09,0.26,157,2
Kelly,Brown,Animal technologist,(473)765-3216x484,brownrepresent@willis.net,87722,2154035,2023-02-02,5,2023,EUZ74363-41-0U,consumables,paper products,30.42,17.36,7.9,77,4
Doris,Russo,Physiotherapist,720.506.5443x838,dorisrusso@collier-fletcher.com,19405,5742897,2023-05-02,18,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,37,0
Lori,Thompson,Event organiser,874-741-4144x391,thompsontrip@graves.com,24889,6672644,2023-03-21,12,2023,CXU57215-71-9M,consumables,kitchen supplies,127.77,96.82,4.84,329,9
Linda,Henderson,"Scientist, research (physical sciences)",+1-664-405-4100x443,lhenderson@boyer-krueger.com,79817,6473704,2023-03-16,11,2023,XZC13991-98-6E,furniture,tables,56.94,36.46,4.01,8,8
Michelle,Smith,"Therapist, drama",(822)251-2751x51533,smith.m.5154@patrick.org,68370,7501291,2023-01-09,2,2023,CBU49983-97-3B,furniture,tables,30.2,18.62,3.04,31,0
Amanda,Wyatt,Arboriculturist,(445)333-1835,wyatta6451@maynard.com,27617,1299433,2023-03-20,12,2023,MAU13971-98-9B,software,accounting,163.59,106.62,3.94,37,1
Jennifer,Payne,Energy engineer,488-841-2015x50922,payne.j@frazier-mayo.net,97017,1524946,2023-02-07,6,2023,ADE36146-76-0A,furniture,stands,124.55,70.58,2.3,221,0
Sandra,Richardson,"Engineer, control and instrumentation",239-259-3346x3238,richardson.sandra@hoover.org,40457,5509637,2023-05-20,20,2023,EUU77383-46-2B,consumables,pens,117.93,83.3,11.78,12,4
Alexander,Blake,Museum/gallery conservator,315-727-3712x50544,alexander.blake@lang.com,94174,3294118,2023-03-24,12,2023,DBC69293-78-9M,consumables,kitchen supplies,1132.23,628.35,3.02,9,3
Collin,West,Education administrator,001-951-597-8932x224,westc@bauer-vasquez.biz,38012,2980786,2023-05-16,20,2023,CXE69352-78-8D,furniture,stands,166.92,104.79,1.49,207,2
Melinda,Crawford,Commercial/residential surveyor,001-822-506-3516x9246,crawford.melinda@smith.com,41069,2287212,2023-03-01,9,2023,AUD85132-40-2B,electronics,cabling,204.86,108.56,0.66,38,5
Vanessa,Tran,Emergency planning/management officer,+1-701-953-1106x0369,vtran@bauer.com,57574,2061378,2023-01-03,1,2023,EME73584-90-2B,consumables,bathroom supplies,1.49,0.83,11.17,71,1
Nina,Mullen,Warden/ranger,001-595-635-1880x1626,mullennina3963@fox.info,71958,3807030,2023-04-13,15,2023,MDB11336-71-2E,furniture,tables,29.03,27.0,0.85,99,3
Michele,Mcdonald,Emergency planning/management officer,435-931-4939x95137,mcdonaldm317@hess-jackson.com,38473,1931456,2023-05-04,18,2023,ZXX92397-08-9Z,software,project management,43.24,33.71,1.32,45,2
Kelly,Zavala,Glass blower/designer,(642)284-6220x3255,kelly.zavala@white-williams.biz,95565,7699284,2023-05-07,18,2023,UME31208-06-5B,electronics,telecom,184.98,162.69,0.46,15,4
Julie,Miller,Games developer,001-878-578-5320x846,millerjulie5805@johnson-luna.com,27387,8521738,2023-01-05,1,2023,AEA17352-13-5M,furniture,tables,125.47,86.77,0.54,47,7
John,Callahan,"Journalist, magazine",+1-246-570-4098,j.callahan.775@davis.com,49851,1323331,2023-05-02,18,2023,AXE79347-05-0X,consumables,paper products,33.3,26.05,3.34,69,0
Brandon,Wall,"Pilot, airline",001-518-684-5018x674,wallbrandon6098@lynch.net,48611,5904446,2023-05-10,19,2023,BUZ87260-13-9U,furniture,seating,34.02,20.43,19.89,107,1
Wanda,Solomon,Toxicologist,(311)767-4924,solomonwanda5962@ross.org,24485,7438926,2023-03-13,11,2023,DEM63957-60-0U,furniture,stands,5.7,4.73,3.0,80,6
Kevin,Richards,Toxicologist,001-656-440-2253x93611,richardsresource8344@morris-harris.com,64649,8226650,2023-04-01,13,2023,UMZ55878-40-0A,decor,plants,448.58,331.15,8.95,16,1
Valerie,Yu,Public relations officer,842.860.6618,yu.v.1805@nicholson.net,18074,1693991,2023-01-06,1,2023,CCU49971-42-9U,furniture,tables,100.4,73.05,9.22,178,7
Jack,Davis,"Surveyor, quantity",+1-601-930-6719x0708,davis.sign.8549@holden.com,91172,1448458,2023-03-28,13,2023,EUE38901-78-7D,furniture,desks,90.81,76.71,5.36,128,5
Patrick,Anderson,Commercial art gallery manager,947-812-9604x27025,andersonboard7205@delgado-hodge.org,51869,6098084,2023-03-29,13,2023,UAB42168-20-5U,consumables,paper products,28.57,18.43,4.15,45,0
Donna,Mcdonald,Print production planner,811.712.2210x59966,mcdonalddonna6072@perez.info,55690,7753243,2023-03-06,10,2023,EMD63110-83-4U,decor,wall art,40.69,34.36,7.38,47,3
Robert,Taylor,Learning mentor,743-370-7870x7946,rtaylor7129@navarro-smith.com,65084,2747597,2023-05-24,21,2023,AEU96958-75-6X,consumables,bathroom supplies,58.39,49.69,0.18,90,2
Alexander,Sanders,"Designer, furniture",530.378.3699x26168,whole.alexander@jensen-day.com,43968,3561244,2023-02-25,8,2023,EMX21429-07-6D,furniture,tables,7.98,6.26,7.05,18,4
Bryce,Padilla,"Nurse, learning disability",(546)824-8320,padilla.b.8059@hamilton-harmon.net,48877,2101840,2023-04-26,17,2023,ADZ08140-89-4B,furniture,seating,61.92,43.6,28.28,21,5
Caitlyn,Golden,Private music teacher,(572)215-5257,caitlyn.golden@pearson.com,73265,5240196,2023-03-06,10,2023,BMC45732-78-3X,furniture,tables,31.99,19.58,8.28,43,6
James,Wilkinson,"Conservator, museum/gallery",991.297.5872x313,jamesperson@gonzalez-hoffman.biz,17697,7302106,2023-02-01,5,2023,EED22292-91-1B,furniture,tables,3.32,1.89,4.45,33,8
Christopher,Ortiz,Printmaker,759.426.7676x6963,c.ortiz.9576@morris.com,94752,7389763,2023-03-11,10,2023,ABZ67090-80-1E,consumables,kitchen supplies,345.24,316.68,7.74,154,3
Christopher,Hobbs,Health and safety inspector,663-527-5878,hobbsc9635@weaver.com,34507,5332121,2023-05-27,21,2023,UAB86387-64-8B,furniture,stands,72.31,39.28,0.27,428,1
Anna,Molina,Actor,759.220.0827x35845,molina_article@harris.com,84446,6797200,2023-05-22,21,2023,UDX16497-75-6A,software,accounting,2.67,2.35,1.91,241,2
Bethany,Walton,"Administrator, local government",001-685-926-0892,walton.bethany.8600@gregory.org,69671,5873257,2023-05-21,20,2023,ZUX38756-44-8X,consumables,kitchen supplies,0.91,0.64,6.41,52,5
Gary,Pierce,Chartered management accountant,001-718-376-5473x39181,institutiongary@thompson.com,33921,8420525,2023-01-14,2,2023,XED19763-96-7Z,furniture,stands,62.72,43.27,0.83,28,0
Jennifer,Leonard,Archaeologist,509.821.0064x541,j_leonard@johnson.com,44969,8483102,2023-03-05,9,2023,UEB18566-50-8M,furniture,seating,5.19,3.95,3.21,23,2
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,8444509,2023-01-11,2,2023,MMM93730-54-8B,electronics,cabling,5.69,5.19,7.5,157,0
Wyatt,Jackson,Commissioning editor,267.595.4369x1083,jackson.w.2292@zimmerman.com,58799,6104458,2023-04-10,15,2023,ZAE35323-56-2C,decor,plants,91.0,83.59,3.47,372,0
Darius,Stevens,"Physicist, medical",+1-220-240-7019x2774,stevensdarius@rich-leach.net,22122,2635892,2023-05-01,18,2023,ZCB11687-91-0M,consumables,paper products,234.04,123.86,1.75,77,2
Nicholas,Ferguson,"Librarian, academic",3084428470,nicholasferguson6451@underwood.biz,81719,9680942,2023-05-30,22,2023,BDU54519-00-1M,furniture,stands,149.56,120.37,7.93,552,6
Tiffany,Myers,Music therapist,201.442.4543x942,myers.t.6537@ferguson-johnson.net,37609,7383478,2023-04-02,13,2023,MEM01957-49-9X,furniture,stands,6.29,4.6,6.13,36,1
Patrick,Anderson,Commercial art gallery manager,947-812-9604x27025,andersonboard7205@delgado-hodge.org,51869,3058048,2023-03-12,10,2023,AEE28845-01-5Z,consumables,kitchen supplies,59.69,54.86,1.57,59,6
Heather,Day,Regulatory affairs officer,(251)730-3328x301,dayh@hughes.net,43607,3598615,2023-03-29,13,2023,XBB96386-42-7D,consumables,misc,72.02,54.7,0.89,55,5
Rebecca,Garrett,Dance movement psychotherapist,+1-580-333-4082x76569,garrettr@perez.com,36139,1417094,2023-05-18,20,2023,UMB25052-86-5A,consumables,misc,163.28,153.75,1.52,37,1
